- 3x1 10-SITES TILTED SQUARE LATTICE [CONNECTIVITY MATRIX] -

0 1 0 1 0 0 0 1 0 1
1 0 1 0 1 0 1 0 0 0
0 1 0 1 0 1 0 1 0 0
1 0 1 0 0 0 1 0 1 0
0 1 0 0 0 1 0 1 0 1
0 0 1 0 1 0 1 0 1 0
0 1 0 1 0 1 0 0 0 1
1 0 1 0 1 0 0 0 1 0
0 0 0 1 0 1 0 1 0 1
1 0 0 0 1 0 1 0 1 0
