 ---- HAMILTONIAN MATRIX IN REAL-SPACE DETERMINANT BASIS ----

                 1              2              3              4              5
      1     8.00000000     0.00000000    -2.00000000     2.00000000     0.00000000
      2     0.00000000     4.00000000    -2.00000000    -2.00000000     0.00000000
      3    -2.00000000    -2.00000000     4.00000000     0.00000000    -2.00000000
      4     2.00000000    -2.00000000     0.00000000     4.00000000    -2.00000000
      5     0.00000000     0.00000000    -2.00000000    -2.00000000     4.00000000
      6     0.00000000     0.00000000    -2.00000000     2.00000000     0.00000000
      7     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000
      8     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000
      9     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000
     10     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000
     11     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000
     12     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000
     13    -2.00000000     0.00000000     0.00000000     0.00000000     0.00000000
     14     0.00000000    -2.00000000     0.00000000     0.00000000     0.00000000
     15     0.00000000     0.00000000    -2.00000000     0.00000000     0.00000000
     16     0.00000000     0.00000000     0.00000000    -2.00000000     0.00000000
     17     0.00000000     0.00000000     0.00000000     0.00000000    -2.00000000
     18     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000
     19     2.00000000     0.00000000     0.00000000     0.00000000     0.00000000
     20     0.00000000     2.00000000     0.00000000     0.00000000     0.00000000
     21     0.00000000     0.00000000     2.00000000     0.00000000     0.00000000
     22     0.00000000     0.00000000     0.00000000     2.00000000     0.00000000
     23     0.00000000     0.00000000     0.00000000     0.00000000     2.00000000
     24     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000
     25     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000
     26     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000
     27     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000
     28     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000
     29     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000
